year,month,spei_1month,spei_4month,spei_12month
2010,4,-2.3215,-2.2162,-1.8494
2010,5,-0.55733,-2.3236,-1.749
2010,6,-0.60135,-1.6731,-1.3116
2010,7,0.58715,-0.032593,-1.1585
2010,8,0.73063,0.4523,-0.22329
2010,9,1.0273,0.53027,0.33145
2010,10,0.13504,0.6101,0.28707
2010,11,1.9092,1.0992,0.41286
2010,12,0.99148,1.3036,0.53893
2011,1,-1.271,0.9591,0.50799
2011,2,0.075327,1.3122,0.65823
2011,3,-1.0635,-0.44602,0.727
2011,4,0.75733,-0.54066,0.79367
2011,5,0.12913,-0.10024,0.70285
2011,6,0.84804,0.52559,1.2306
2011,7,-0.55515,0.22913,1.0067
2011,8,1.3853,0.69421,1.2007
2011,9,0.83528,0.87171,1.0941
2011,10,-1.262,0.074394,0.70894
2011,11,-1.081,0.24707,0.2133
2011,12,-1.0726,-0.31935,0.029689
2012,1,0.9824,-1.2599,0.22793
2012,2,-1.0297,-0.79213,0.10894
2012,3,-1.6417,-1.1632,0.030588
2012,4,0.86304,-0.20695,0.082391
2012,5,-1.6285,-1.6114,-0.10185
2012,6,-1.4606,-1.7608,-0.76819
2012,7,-0.26543,-1.142,-0.68394
2012,8,0.71998,-0.728,-0.92385
2012,9,0.62919,-0.062846,-1.0048
2012,10,-0.84215,0.082748,-0.77757
2012,11,-0.049311,0.283,-0.64497
2012,12,-0.74682,-0.073709,-0.63527
2013,1,-1.098,-1.096,-0.78743
2013,2,1.1057,0.24182,-0.51073
2013,3,-0.80748,-0.39828,-0.44976
2013,4,0.33473,0.16071,-0.61868
2013,5,-1.2635,0.15916,-0.47945
2013,6,1.7759,1.0269,0.43711
2013,7,0.6718,1.3086,0.89162
2013,8,0.39565,1.2527,0.79682
2013,9,-0.51374,0.90761,0.42705
2013,10,1.7643,0.77976,1.0705
2013,11,-0.23522,0.51827,0.98525
2013,12,-0.44295,0.2992,0.98472
2014,1,0.78623,1.3793,1.0823
2014,2,1.2001,0.33796,0.99287
2014,3,1.1833,1.1441,1.2183
2014,4,-0.93126,0.93274,1.0923
2014,5,0.80427,1.2582,1.2558
2014,6,-2.4402,-1.2075,0.20939
2014,7,-0.77805,-1.7844,-0.3032
2014,8,-0.81184,-1.675,-0.86456
2014,9,0.28054,-1.467,-0.61866
2014,10,-0.36991,-0.79424,-1.2742
2014,11,-1.1123,-0.78923,-1.3317
2014,12,0.43497,-0.31168,-1.2455
2015,1,0.74916,-0.52397,-1.2567
2015,2,-0.74747,-0.36179,-1.4271
2015,3,2.0358,1.2422,-1.1683
2015,4,2.3759,2.2705,-0.67358
2015,5,-1.2566,1.8507,-0.89839
2015,6,0.9393,1.8337,-0.080849
2015,7,-1.1767,0.51654,-0.039573
2015,8,-1.5022,-0.85715,-0.21815
2015,9,-1.3891,-1.13,-0.76413
2015,10,-1.2318,-1.8198,-0.89001
2015,11,-0.11375,-1.8697,-0.69402
2015,12,-0.69056,-1.7313,-0.73758
2016,1,-1.9299,-1.804,-0.87162
2016,2,-1.3362,-1.559,-0.95723
2016,3,-0.42622,-1.7457,-1.3789
2016,4,-2.1103,-2.2803,-1.8136
2016,5,0.12905,-1.3285,-1.6662
2016,6,-0.22901,-0.53747,-1.9484
2016,7,0.71634,0.18368,-1.712
2016,8,-0.61224,0.17627,-1.1284
2016,9,-0.54597,-0.11027,-0.68032
2016,10,-0.44918,-0.35843,-0.52368
2016,11,-2.8091,-1.0468,-0.92917
2016,12,-2.185,-1.3681,-0.9868
2017,1,-0.63346,-1.198,-0.79387
2017,2,-1.7955,-2.5445,-0.7811
2017,3,-0.21152,-1.5161,-0.76668
2017,4,-1.7616,-1.669,-0.69942
2017,5,-0.73441,-1.9945,-0.84306
2017,6,0.62018,-0.10489,-0.63624
2017,7,-0.18875,-0.016206,-0.94242
2017,8,-1.1039,-0.51596,-1.3043
2017,9,-0.76962,-0.5889,-1.5505
2017,10,-0.94266,-0.79329,-1.1721
2017,11,-0.69558,-1.4342,-1.1022
2017,12,-0.31858,-0.81277,-0.96552
2018,1,-2.5057,-1.1314,-1.1325
2018,2,-0.75094,-1.5388,-1.0374
2018,3,-1.0637,-1.734,-1.0602
2018,4,0.38781,-1.0852,-0.86132
2018,5,-0.031092,-0.26499,-0.61548
2018,6,0.14181,0.34262,-0.7154
2018,7,-0.24817,0.42529,-0.96002
2018,8,-1.1771,-0.3701,-0.86831
2018,9,-1.5021,-1.1985,-1.0967
2018,10,-1.7686,-1.4762,-1.3519
2018,11,-1.4028,-1.8989,-1.362
2018,12,0.54009,-1.8028,-1.3299
2019,1,-0.69417,-1.6586,-1.1351
2019,2,1.0244,0.2821,-0.82108
2019,3,0.18284,0.75385,-0.73647
2019,4,-0.058421,0.62983,-0.77977
2019,5,-0.52435,0.57077,-0.93123
2019,6,-0.88143,-0.52271,-1.2153
2019,7,0.24021,-0.24827,-1.1625
2019,8,0.69996,0.20777,-0.47464
2019,9,1.5673,0.92148,0.76307
2019,10,1.5026,1.4879,1.3542
2019,11,1.2462,1.8335,1.5821
2019,12,2.0599,2.1589,1.6749
2020,1,1.7088,2.1388,1.7618
2020,2,0.28849,1.5644,1.4924
2020,3,2.0995,2.149,1.7486
2020,4,1.3056,2.1908,1.8712
2020,5,0.56242,2.0386,1.9839
2020,6,1.4622,2.3997,2.5211
2020,7,-0.61131,1.2103,2.6012
2020,8,0.94936,1.373,2.7281
2020,9,-0.17069,0.75941,2.0572
2020,10,-0.40925,0.14217,1.6216
2020,11,0.19434,0.50163,1.5738
2020,12,-0.046599,-0.15221,1.4576
2021,1,0.38472,0.089507,1.3922
2021,2,-1.3991,-0.87193,1.3003
2021,3,-1.5593,-1.4795,0.80586
2021,4,-0.80817,-1.646,0.5139
2021,5,3.0089,0.80535,0.87946
2021,6,0.98093,1.4245,0.69918
2021,7,-0.22288,1.2582,0.90438
2021,8,-1.8093,0.29872,-0.25225
2021,9,1.3487,0.26747,0.54988
2021,10,1.2188,0.2208,0.70068
2021,11,0.93729,0.78431,0.92102
2021,12,1.471,1.8781,1.0289
2022,1,2.1649,1.8529,1.0693
2022,2,0.58812,1.9812,1.2862
2022,3,-1.391,0.56453,1.1925
2022,4,-1.8217,-0.5959,1.0449
2022,5,0.62227,-1.1702,0.68089
2022,6,-0.36365,-1.4783,0.25315
2022,7,1.2718,0.43432,0.86996
2022,8,0.39596,0.94362,1.3648
2022,9,0.61756,0.85011,1.0164
2022,10,1.3335,1.2282,1.0439
2022,11,-0.27866,0.88362,0.85843
2022,12,-0.030838,0.90904,0.80312
2023,1,0.0070329,1.0117,0.5898
2023,2,-2.2294,-1.5237,0.28185
2023,3,1.3951,0.051302,0.79215
2023,4,1.3055,0.58732,1.183
2023,5,1.2717,1.157,1.1768
2023,6,0.054589,1.1832,1.2156
2023,7,0.74019,1.1037,1.1667
2023,8,-2.5526,-0.41639,0.32582
2023,9,0.48746,-0.37304,0.3401
2023,10,-0.53339,-0.66756,-0.32699
2023,11,1.1008,-1.0998,-0.17688
2023,12,1.1544,0.27566,-0.09094
2024,1,0.27408,0.07617,-0.052548
2024,2,0.10072,0.75496,0.2079
2024,3,0.53053,0.7561,0.089052
2024,4,0.14645,0.31618,-0.10254
2024,5,0.01993,0.61938,-0.27051
2024,6,-0.10975,0.22912,-0.30376
2024,7,0.27801,0.19627,-0.51501
2024,8,1.3389,0.8074,0.73985
2024,9,0.70831,0.91113,0.82715
2024,10,0.12751,0.9666,0.9904
2024,11,-0.030388,0.92322,0.8989
2024,12,0.84061,0.68527,0.92144
2025,1,-1.616,-0.23311,0.84221
2025,2,-0.80748,-0.76979,0.80705
2025,3,-0.86785,-1.1463,0.63019
2025,4,0.10253,-1.1761,0.63305
2025,5,2.8217,1.2791,1.1675
2025,6,0.58205,1.4922,1.2786
2025,7,0.52479,1.6427,1.3112
2025,8,0.66885,1.5113,1.0848
2025,9,0.32261,0.62935,0.8768
2025,10,1.4194,0.82127,1.074
2025,11,-0.62697,0.61138,1.0852
2025,12,-2.2298,0.42532,0.88442
